"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.633525375E0,-5.739846155E-3,-7.300760373E-3,7.404036820E-2,7.462052706E-2
1.643461375E0,-8.615287542E-3,-1.020604083E-3,8.331989944E-2,8.377034353E-2
1.653398375E0,-4.670171142E-3,6.255424395E-4,7.044783890E-2,7.060523924E-2
1.663334375E0,-1.017647585E-2,4.436063245E-3,5.937204301E-2,6.040098351E-2
1.673271375E0,-4.247252997E-3,-5.075702956E-3,7.883099198E-2,7.910832583E-2
1.683207375E0,-3.328363057E-3,3.289652662E-4,7.508877397E-2,7.516322368E-2
1.693144375E0,-4.730397463E-4,-3.929004581E-3,7.239437699E-2,7.250245971E-2
1.703080375E0,2.263256181E-3,3.672010317E-3,8.107690752E-2,8.119156927E-2
1.713017375E0,-2.628250346E-3,-2.049896764E-3,7.299488604E-2,7.307094611E-2
1.722953375E0,-1.340620369E-3,-1.115979936E-2,7.613776445E-2,7.696296227E-2
1.732890375E0,5.152931884E-3,-4.721439346E-3,8.227617145E-2,8.257247171E-2
1.742826375E0,-7.103453390E-4,1.861127629E-3,7.599158406E-2,7.601769028E-2
1.752763375E0,-5.331198871E-3,-3.581926650E-3,7.748847127E-2,7.775419641E-2
1.762700375E0,-3.528319560E-3,1.113328133E-3,7.524314046E-2,7.533404758E-2
1.772636375E0,-2.882768679E-3,2.158444840E-3,7.075013995E-2,7.084173588E-2
1.782573375E0,-1.018376660E-2,3.264262956E-3,7.299371660E-2,7.377294340E-2
1.792509375E0,-3.909119479E-3,1.474224678E-3,7.987647414E-2,7.998565918E-2
1.802446375E0,-7.001108844E-3,-3.453991399E-3,8.167039990E-2,8.204267062E-2
1.812382375E0,1.664172392E-3,-1.268480346E-4,7.523320019E-2,7.525171075E-2
1.822319375E0,-6.524542496E-3,-9.842106476E-3,8.152129591E-2,8.237207294E-2
1.832255375E0,-3.351733647E-3,3.119197190E-3,8.137160718E-2,8.150031881E-2
1.842192375E0,8.978034183E-4,-2.172126411E-3,7.314048171E-2,7.317823617E-2
1.852128375E0,-4.185784142E-3,3.180200094E-4,7.014963090E-2,7.027512107E-2
1.862065375E0,-6.852845382E-3,1.793030407E-3,7.883274615E-2,7.915035258E-2
1.872001375E0,-7.629739344E-3,1.056724344E-3,8.541846514E-2,8.576504985E-2
1.881938375E0,2.389355041E-3,-1.232414902E-3,8.182593584E-2,8.187009002E-2
1.891875375E0,-2.439641096E-3,-9.133949275E-3,7.269375443E-2,7.330595345E-2
1.901811375E0,5.033338051E-3,-2.313857437E-3,6.685297072E-2,6.708209986E-2
1.911748375E0,1.387142278E-3,2.834917442E-3,7.388424754E-2,7.395162578E-2
1.921684375E0,7.049366646E-4,4.821938365E-3,6.460237741E-2,6.478591817E-2
1.931621375E0,-9.551061317E-4,-8.795125969E-4,7.073961496E-2,7.075152928E-2
1.941557375E0,-5.459746253E-3,-1.032357444E-2,8.166630685E-2,8.249709506E-2
1.951494375E0,-5.043168683E-3,-7.507139677E-4,7.522910714E-2,7.540169549E-2
1.961430375E0,-9.825697728E-3,1.700087087E-3,8.316319406E-2,8.375888895E-2
1.971367375E0,-3.471309207E-3,4.647353296E-3,6.699856639E-2,6.724920653E-2
1.981303375E0,-2.119432949E-3,-1.347883707E-3,8.062023997E-2,8.065935705E-2
1.991240375E0,-4.675196093E-3,7.888076641E-4,8.526059031E-2,8.539231779E-2
2.001176375E0,-9.017557707E-3,4.552468518E-4,7.897366405E-2,7.948813251E-2
2.011113375E0,-9.895297866E-3,-5.666728551E-4,7.837490916E-2,7.899914192E-2
2.021049375E0,-6.784889773E-3,-2.351265913E-3,7.612899363E-2,7.646690037E-2
2.030986375E0,-7.413648181E-3,-5.963397087E-3,7.927245677E-2,7.984138454E-2
2.040923375E0,2.326278202E-4,-9.249016084E-3,8.451273143E-2,8.501764634E-2
2.050859375E0,-6.246087123E-3,-5.966590215E-3,7.777907789E-2,7.825726011E-2
2.060796375E0,-6.419310886E-3,1.526557258E-3,7.628452957E-2,7.656936320E-2
2.070732375E0,-4.144561272E-3,-5.979079502E-3,6.969588697E-2,7.007455630E-2
2.080669375E0,-3.859180603E-3,1.236361773E-3,6.430358469E-2,6.443114829E-2
2.090605375E0,-9.385585114E-3,-2.543164222E-3,7.927304149E-2,7.986721479E-2
2.100542375E0,-3.450113051E-3,-8.875429253E-3,8.555879831E-2,8.608707507E-2
2.110478375E0,-1.577037916E-2,-4.767965823E-3,7.957417309E-2,8.126184455E-2
2.120415375E0,-2.269194759E-3,-1.688223635E-3,7.792818189E-2,7.797949010E-2
2.130351375E0,-5.162488427E-3,-1.707930579E-3,6.984440625E-2,7.005575920E-2
2.140288375E0,-7.068351824E-3,-1.393444480E-2,7.493440747E-2,7.654603695E-2
2.150224375E0,-1.023193303E-2,-8.020315077E-3,7.628160596E-2,7.738153084E-2
2.160161375E0,1.635173857E-3,-4.198565790E-3,7.523436964E-2,7.536917223E-2
