Time (s),Linear Acceleration z (m/s^2)
5.437123292E0,-1.772758842E-2
5.447061292E0,-2.521143973E-2
5.457000292E0,-2.521143973E-2
5.466938292E0,-1.084015310E-2
5.476876292E0,-3.748533010E-2
5.486814292E0,-5.128008127E-4
5.496753292E0,2.356427908E-4
5.506691292E0,-1.757731497E-2
5.516629292E0,-6.256520748E-5
5.526568292E0,-2.026937306E-2
5.536506292E0,-3.204274178E-3
5.546444292E0,-2.760295093E-2
5.556382292E0,-8.293105960E-3
5.566321292E0,-2.176567554E-2
5.576259292E0,2.932963371E-3
5.586197292E0,-2.306726575E-3
5.596135292E0,-2.910042286E-2
5.606074292E0,-2.176567554E-2
5.616012292E0,-1.398186207E-2
5.625950292E0,-2.535645068E-2
5.635888292E0,5.402827263E-4
5.645827292E0,-8.291936517E-3
5.655765292E0,-2.081608772E-4
5.665703292E0,-1.727267504E-2
5.675642292E0,-1.862045825E-2
5.685580292E0,-2.715330005E-2
5.695518292E0,-6.047190428E-3
5.705456292E0,-1.622719288E-2
5.715395292E0,-1.667625904E-2
5.725333292E0,-2.176567554E-2
5.735271292E0,-8.293690681E-3
5.745209292E0,-1.353279591E-2
5.755148292E0,-1.338310719E-2
5.765086292E0,-6.947076917E-3
5.775024292E0,-1.173770070E-2
5.784962292E0,-7.845793962E-3
5.794901292E0,-4.852604270E-3
5.804839292E0,-1.518171072E-2
5.814777292E0,-1.278669119E-2
5.824715292E0,-2.431213796E-2
5.834654292E0,-5.600463152E-3
5.844592292E0,-9.043888450E-3
5.854530292E0,-1.488174856E-2
5.864469292E0,-2.970034719E-2
5.874407292E0,-1.982030690E-2
5.884345292E0,-1.308431447E-2
5.894283292E0,-2.161657155E-2
5.904222292E0,2.483312488E-3
5.914160292E0,-2.476003468E-2
5.924098292E0,-1.068871021E-2
5.934036292E0,-3.553645313E-2
5.943975292E0,-2.760353565E-2
5.953913292E0,-1.772408009E-2
5.963851292E0,-1.592723072E-2
5.973790292E0,-2.156453133E-3
5.983728292E0,-1.712590992E-2
5.993666292E0,8.367365599E-4
6.003604292E0,-2.026878834E-2
6.013543292E0,-6.047775149E-3
6.023481292E0,-4.550303221E-3
6.033419292E0,-6.794464588E-3
6.043357292E0,-2.310936570E-2
6.053296292E0,-1.442741990E-2
6.063234292E0,-1.981562912E-2
6.073172292E0,-1.278084397E-2
6.083110292E0,4.283670187E-3
6.093049292E0,-2.670189500E-2
6.102987292E0,9.971256852E-3
6.112925292E0,-9.488276839E-3
6.122864292E0,-2.086578906E-2
6.132802292E0,-2.266263843E-2
6.142740292E0,-2.984769702E-2
6.152678542E0,-1.053785205E-2
6.162617542E0,1.520802319E-2
6.172555542E0,-1.338252246E-2
6.182493542E0,3.980199695E-3
6.192431542E0,-1.353396535E-2
6.202370542E0,-3.793322682E-2
6.212308542E0,-2.041906178E-2
6.222246542E0,-5.469719410E-2
6.232184542E0,-8.442794681E-3
6.242123542E0,2.269304395E-2
6.252061542E0,-1.772349536E-2
6.261999542E0,-8.891860843E-3
6.271938542E0,-5.964159966E-5
6.281876542E0,-2.101723194E-2
6.291814542E0,-1.053902149E-2
6.301752542E0,-4.197365284E-2
6.311691542E0,-5.379964650E-2
6.321629542E0,4.439673901E-2
6.331567542E0,-8.144001961E-3
6.341505542E0,-2.490855396E-2
6.351444542E0,1.296269238E-2
6.361382542E0,-2.655512989E-2
6.371320542E0,9.004712105E-5
6.381259542E0,-4.616318285E-2
6.391197542E0,-5.634260058E-2
6.401135542E0,-8.891276121E-3
6.411073542E0,-4.999954104E-3
6.421012542E0,1.341234326E-2
6.430950542E0,-3.703334033E-2
6.440888542E0,1.820121288E-2
6.450826542E0,-1.637746632E-2
6.460765542E0,1.251070261E-2
6.470703542E0,-3.733622611E-2
6.480641542E0,-6.667580009E-2
6.490580542E0,-1.261829138E-3
6.500518542E0,7.569220662E-3
6.510456542E0,-3.658953667E-2
6.520394542E0,-8.896538615E-3
6.530333542E0,2.330700159E-3
6.540271542E0,-3.105046928E-2
6.550209542E0,1.445490181E-2
6.560147542E0,-3.284614921E-2
6.570086542E0,-3.269587576E-2
6.580024542E0,-8.446303010E-3
6.589962542E0,3.829341531E-3
6.599900542E0,-3.643750906E-2
6.609839542E0,3.079728484E-3
6.619777542E0,-9.793501496E-3
6.629715542E0,2.356427908E-4
6.639654542E0,1.984544992E-2
6.649592542E0,-3.164805472E-2
6.659530542E0,-7.997821569E-3
6.669468542E0,-2.925478935E-2
6.679407542E0,-9.624516964E-4
6.689345542E0,-3.060140312E-2
6.699283542E0,-8.746849895E-3
6.709221542E0,-1.293754935E-2
6.719160542E0,-1.937416434E-2
6.729098542E0,3.677898645E-3
6.739036542E0,-4.255018830E-3
6.748975542E0,1.284048557E-3
6.758913542E0,-2.431330740E-2
6.768851542E0,-9.642643332E-3
6.778789542E0,-3.000030935E-2
6.788728542E0,-1.727618337E-2
6.798666542E0,-1.772583425E-2
6.808604542E0,-4.553226829E-3
6.818542542E0,-1.593015432E-2
6.828481542E0,6.074087620E-3
6.838419542E0,-2.056991994E-2
6.848357542E0,-2.970093191E-2
6.858296542E0,-7.248208523E-3
6.868234542E0,-2.955358207E-2
6.878172542E0,-1.907595634E-2
6.888110542E0,-2.102190971E-2
6.898049542E0,-1.683062553E-2
6.907987542E0,-1.638272882E-2
6.917925542E0,-1.877833307E-2
6.927863542E0,2.627738714E-3
6.937802542E0,-5.604556203E-3
6.947740542E0,-2.177035332E-2
6.957678542E0,1.731945276E-3
6.967617542E0,-1.592956960E-2
6.977555542E0,-8.146340847E-3
6.987493542E0,-6.350076199E-3
6.997431542E0,-1.518171072E-2
7.007370542E0,1.146288157E-2
7.017308542E0,-3.059964895E-2
7.027246542E0,2.182765603E-3
7.037184542E0,-2.865311086E-2
7.047123542E0,-8.445718288E-3
7.057061542E0,-4.212568045E-2
7.066999542E0,-4.092700124E-2
7.076938542E0,-3.654509783E-3
7.086876542E0,-4.137723684E-2
7.096814542E0,8.469691873E-3
7.106752542E0,-6.499764919E-3
7.116691542E0,1.583425999E-3
7.126629542E0,-3.029968679E-2
7.136567542E0,-3.284381032E-2
7.146505542E0,-3.523941457E-2
7.156444208E0,-1.278610647E-2
7.166382208E0,7.571559548E-3
7.176320208E0,-4.287353933E-2
7.186259208E0,3.346946239E-2
7.196197208E0,-3.508797169E-2
7.206135208E0,5.327982903E-3
7.216073208E0,-1.802228808E-2
7.226012208E0,-4.302030444E-2
7.235950208E0,-2.445890307E-2
7.245888208E0,-1.338252246E-2
7.255826208E0,-2.595579028E-2
7.265765208E0,3.833434582E-3
7.275703208E0,9.180128574E-5
7.285641208E0,-1.173360765E-2
7.295580208E0,-7.839946747E-3
7.305518208E0,-1.532496750E-2
7.315456208E0,-8.051615953E-4
7.325394208E0,-1.936773241E-2
7.335333208E0,-7.541738749E-3
7.345271208E0,-1.248205125E-2
7.355209208E0,-1.817022264E-2
7.365147208E0,4.583047628E-3
7.375086208E0,-7.691427469E-3
7.385024208E0,-1.352928758E-2
7.394962208E0,-6.194540262E-3
7.404901208E0,-1.263173997E-2
7.414839208E0,-1.981738329E-2
7.424777208E0,-1.008703172E-2
7.434715208E0,-1.218208909E-2
7.444654208E0,-1.113426805E-2
7.454592208E0,-1.254812479E-3
7.464530208E0,-1.248146653E-2
7.474468208E0,-1.218150437E-2
7.484407208E0,-2.146220505E-2
7.494345208E0,-2.071376145E-2
7.504283208E0,-8.588975072E-3
7.514222208E0,-1.382749557E-2
7.524160208E0,-1.128278732E-2
7.534098208E0,-7.689088583E-3
7.544036208E0,-2.011208296E-2
7.553975208E0,-1.038056195E-2
7.563913208E0,-9.930911064E-3
7.573851208E0,-2.250300944E-2
7.583790208E0,-3.342853189E-3
7.593728208E0,-8.431684971E-3
7.603666208E0,-1.381989419E-2
7.613604208E0,-1.217214882E-2
7.623543208E0,-3.462487221E-2
7.633481208E0,-2.803798378E-2
7.643419208E0,-1.157163978E-2
7.653357208E0,-4.236892462E-3
7.663296208E0,-9.425711632E-4
