Time (s),Absolute acceleration (m/s^2)
5.604576792E0,8.943945753E-2
5.614513792E0,8.888952636E-2
5.624450792E0,8.709655362E-2
5.634387792E0,8.320212726E-2
5.644324792E0,9.889340712E-2
5.654260792E0,8.628766469E-2
5.664197792E0,8.017473749E-2
5.674134792E0,8.306891013E-2
5.684071792E0,7.997476338E-2
5.694008792E0,9.172086255E-2
5.703945792E0,8.891245694E-2
5.713881792E0,8.509686764E-2
5.723818792E0,8.913868942E-2
5.733755792E0,8.328136904E-2
5.743692792E0,9.499171247E-2
5.753629792E0,8.983497276E-2
5.763566792E0,8.734881879E-2
5.773502792E0,8.461463772E-2
5.783439792E0,8.582979297E-2
5.793376792E0,8.450644912E-2
5.803313792E0,8.834301482E-2
5.813250792E0,7.986108868E-2
5.823187792E0,7.971552584E-2
5.833124792E0,8.666297803E-2
5.843060792E0,9.223407211E-2
5.852997792E0,8.485732052E-2
5.862934792E0,8.164013510E-2
5.872871792E0,8.521258795E-2
5.882808792E0,7.499058525E-2
5.892745792E0,8.575773568E-2
5.902681792E0,8.530406682E-2
5.912618792E0,8.957750098E-2
5.922555792E0,7.713862524E-2
5.932492792E0,8.688270487E-2
5.942429792E0,7.048942464E-2
5.952366792E0,8.224362956E-2
5.962302792E0,8.170093368E-2
5.972239792E0,7.801348237E-2
5.982176792E0,8.507932400E-2
5.992113792E0,8.459301021E-2
6.002050792E0,8.446043261E-2
6.011986792E0,8.092474880E-2
6.021923792E0,7.854594469E-2
6.031860792E0,8.275800219E-2
6.041797792E0,9.003494470E-2
6.051734792E0,8.498014944E-2
6.061671792E0,8.618079031E-2
6.071608792E0,7.850989822E-2
6.081544792E0,7.347414641E-2
6.091481792E0,8.123635754E-2
6.101418792E0,8.634358307E-2
6.111355792E0,8.833906472E-2
6.121292792E0,9.095227511E-2
6.131229792E0,8.512954000E-2
6.141165792E0,8.739125952E-2
6.151102792E0,9.402209237E-2
6.161039792E0,9.114377019E-2
6.170976792E0,8.693199275E-2
6.180913792E0,9.164265357E-2
6.190849792E0,8.526075245E-2
6.200786792E0,7.803229866E-2
6.210723792E0,8.475342420E-2
6.220660792E0,8.402499722E-2
6.230597792E0,8.564503829E-2
6.240534792E0,7.615207183E-2
6.250470792E0,8.934043453E-2
6.260407792E0,9.202308760E-2
6.270344792E0,9.793870908E-2
6.280281792E0,7.329442174E-2
6.290218792E0,8.226325095E-2
6.300155792E0,9.392748216E-2
6.310091792E0,8.838703325E-2
6.320028792E0,8.206313247E-2
6.329965792E0,9.069365386E-2
6.339902792E0,7.626136199E-2
6.349839792E0,8.471773580E-2
6.359776792E0,8.547238799E-2
6.369712792E0,8.141397530E-2
6.379649792E0,8.607430616E-2
6.389586792E0,7.632744707E-2
6.399523792E0,8.783321007E-2
6.409460792E0,9.101740177E-2
6.419397792E0,8.564285570E-2
6.429334792E0,7.902768880E-2
6.439270792E0,8.346804504E-2
6.449207792E0,8.396316640E-2
6.459144792E0,7.350685839E-2
6.469081792E0,9.290534185E-2
6.479019417E0,8.889797072E-2
6.488955417E0,8.138623121E-2
6.498892417E0,8.331316917E-2
6.508829417E0,8.461370633E-2
6.518766417E0,8.174679927E-2
6.528703417E0,8.243796796E-2
6.538640417E0,9.235455922E-2
6.548576417E0,8.012449239E-2
6.558513417E0,8.581512075E-2
6.568450417E0,8.610953692E-2
6.578387417E0,8.452867498E-2
6.588324417E0,8.400086005E-2
6.598261417E0,9.064773983E-2
6.608197417E0,8.538662915E-2
6.618134417E0,8.019146857E-2
6.628071417E0,8.648169462E-2
6.638008417E0,8.653090623E-2
6.647945417E0,9.405148106E-2
6.657882417E0,9.061914986E-2
6.667818417E0,9.785843637E-2
6.677755417E0,9.761108783E-2
6.687692417E0,9.025592350E-2
6.697629417E0,8.479016228E-2
6.707566417E0,8.154073008E-2
6.717503417E0,8.000530624E-2
6.727439417E0,8.030585419E-2
6.737376417E0,8.620170978E-2
6.747313417E0,8.147062891E-2
6.757250417E0,8.782502596E-2
6.767187417E0,8.762717424E-2
6.777124417E0,8.172231154E-2
6.787060417E0,8.712601900E-2
6.796997417E0,9.516974744E-2
6.806934417E0,8.120926551E-2
6.816871417E0,9.008990559E-2
6.826808417E0,8.068667181E-2
6.836745417E0,8.096925465E-2
6.846681417E0,7.413995656E-2
6.856618417E0,7.336756985E-2
6.866555417E0,8.534895191E-2
6.876492417E0,9.082074226E-2
6.886429417E0,8.185655636E-2
6.896366417E0,8.554293472E-2
6.906302417E0,8.466888131E-2
6.916239417E0,8.831156972E-2
6.926176417E0,8.965686261E-2
6.936113417E0,8.546902316E-2
6.946050417E0,8.987704554E-2
6.955987417E0,8.496480896E-2
6.965923417E0,8.375016216E-2
6.975860417E0,8.654582505E-2
6.985797417E0,8.462786733E-2
6.995734417E0,8.164188680E-2
7.005671417E0,8.588333128E-2
7.015607417E0,8.023403989E-2
7.025544417E0,8.145414600E-2
7.035481417E0,9.153428640E-2
7.045418417E0,9.664354987E-2
7.055355417E0,9.109710441E-2
7.065292417E0,8.499824094E-2
7.075228417E0,8.579139069E-2
7.085165417E0,7.551500535E-2
7.095102417E0,7.137836662E-2
7.105039417E0,8.420681991E-2
7.114976417E0,8.531270204E-2
7.124913417E0,8.488341201E-2
7.134849417E0,8.796646868E-2
7.144786417E0,8.639219465E-2
7.154723417E0,9.351910096E-2
7.164660417E0,8.612127074E-2
7.174597417E0,8.133797317E-2
7.184534417E0,8.971281127E-2
7.194470417E0,8.562106446E-2
7.204407417E0,8.045972024E-2
7.214344417E0,8.610131654E-2
7.224281417E0,8.700850384E-2
7.234218417E0,8.728885141E-2
7.244155417E0,8.677001061E-2
7.254091417E0,8.329612558E-2
7.264028417E0,9.144237894E-2
7.273965417E0,9.322169311E-2
7.283902417E0,9.024601190E-2
7.293839417E0,9.065078822E-2
7.303775417E0,8.905541459E-2
7.313712417E0,8.711137884E-2
7.323649417E0,8.109642121E-2
7.333586417E0,8.810285361E-2
7.343523417E0,9.210782547E-2
7.353460417E0,8.527291056E-2
7.363396417E0,8.233803737E-2
7.373333417E0,8.310281666E-2
7.383270417E0,9.022232323E-2
7.393207417E0,9.272605567E-2
7.403144417E0,8.794320404E-2
7.413081417E0,8.267836178E-2
7.423017417E0,8.498238508E-2
7.432954417E0,7.918705655E-2
7.442891417E0,8.348038758E-2
7.452828417E0,9.190757126E-2
7.462765417E0,7.926574838E-2
7.472702417E0,8.022467080E-2
7.482638542E0,8.232841640E-2
7.492575542E0,7.732024254E-2
7.502512542E0,8.806190570E-2
7.512449542E0,9.732084752E-2
7.522386542E0,9.816481777E-2
7.532323542E0,9.225704231E-2
7.542259542E0,8.244936257E-2
7.552196542E0,7.944387914E-2
7.562133542E0,8.804028514E-2
7.572070542E0,7.654657705E-2
7.582007542E0,8.738506313E-2
7.591944542E0,8.194840741E-2
7.601880542E0,7.337091852E-2
7.611817542E0,8.116594264E-2
7.621754542E0,8.625153574E-2
7.631691542E0,8.755772284E-2
