Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1.262348660E0,1.144132018E-2,-8.26E-03,-1.08E-02,1.774850267E-2
1.267093921E0,1.607027650E-2,6.078407168E-3,5.936622620E-3,1.817812720E-2
1.271839181E0,8.767709136E-3,3.714263439E-3,-5.97E-03,1.124127876E-2
1.276584389E0,3.955572844E-3,3.658786416E-3,1.192092896E-3,5.518546913E-3
1.281329650E0,-7.94E-03,-3.49E-03,8.300781250E-3,1.200109830E-2
1.286074910E0,6.374582648E-3,-3.45E-03,-3.63E-03,8.109538448E-3
1.290820171E0,-5.59E-03,-1.08E-03,-5.97E-03,8.254063129E-3
1.295565431E0,8.669927716E-3,-2.48E-02,-3.55E-03,2.650481565E-2
1.300310692E0,1.485303044E-3,1.489639282E-3,3.595352173E-3,4.165538089E-3
1.305055952E0,-3.27E-03,1.424565911E-3,1.192092896E-3,3.757412588E-3
1.309801212E0,-5.61E-03,-2.23E-02,-1.07E-02,2.536518087E-2
1.314546421E0,-7.92E-03,-7.67E-04,-3.47E-03,8.686212938E-3
1.319291681E0,-3.08E-03,6.334006786E-3,1.079082489E-2,1.288536709E-2
1.324036942E0,4.045739770E-3,-2.69E-02,-1.16E-03,2.723418754E-2
1.328782202E0,-1.74E-02,4.225224257E-3,3.594398499E-3,1.825627386E-2
1.333527462E0,-1.25E-02,-1.48E-02,1.192092896E-3,1.937543575E-2
1.338272723E0,-5.27E-03,-3.97E-04,-1.19E-03,5.413588808E-3
1.343017983E0,1.903459430E-3,-3.90E-04,8.310317993E-3,8.534435608E-3
1.347763244E0,-7.60E-03,-3.83E-04,-3.62E-03,8.425213684E-3
1.352508452E0,-9.93E-03,-7.47E-03,-1.31E-02,1.804185636E-2
1.357253712E0,1.970142126E-3,9.210258722E-3,1.263618469E-3,9.503002545E-3
1.361998973E0,4.304736853E-3,1.148135960E-2,-3.49E-03,1.274946758E-2
1.366744233E0,9.021326900E-3,-5.25E-03,-5.84E-03,1.195877492E-2
1.371489494E0,1.607191563E-2,1.917481422E-3,1.329421997E-3,1.624039931E-2
1.376234754E0,6.425410509E-3,6.679534912E-3,3.691673279E-3,9.976499308E-3
1.380980014E0,1.115247607E-2,1.881718636E-3,-1.09E-03,1.136215183E-2
1.385725275E0,-3.17E-03,4.242539406E-3,-1.08E-03,5.405198265E-3
1.390470483E0,-1.74E-02,-5.63E-04,-1.07E-03,1.744530397E-2
1.395215744E0,-6.70E-04,-5.33E-03,1.313209534E-3,5.528833917E-3
1.399961004E0,-1.25E-02,1.607425511E-2,6.047248840E-3,2.123825646E-2
1.404706264E0,4.170641303E-3,1.357154548E-2,-3.49E-03,1.462136463E-2
1.409451525E0,-1.02E-02,-7.84E-03,-1.09E-03,1.287149064E-2
1.414196785E0,-1.72E-02,1.833254099E-2,1.292228699E-3,2.513754927E-2
1.418942046E0,-7.57E-03,3.945082426E-3,1.282691956E-3,8.629187463E-3
1.423687306E0,-4.06E-04,-1.03E-02,3.644943237E-3,1.098020997E-2
1.428432567E0,-1.94E-02,8.695155382E-3,3.614425659E-3,2.157130672E-2
1.433177775E0,-9.75E-03,3.907680511E-3,-1.16E-03,1.056657173E-2
1.437923035E0,9.293615818E-3,2.288893610E-2,3.594398499E-3,2.496386171E-2
1.442668296E0,4.448950291E-3,8.464515209E-3,8.310317993E-3,1.266896056E-2
1.447413556E0,-5.10E-03,-3.47E-03,-6.00E-03,8.601239712E-3
1.452158817E0,-7.40E-03,-8.18E-03,2.252769470E-2,2.508199593E-2
1.456904077E0,-2.37E-04,1.087579131E-2,-1.39E-03,1.096687609E-2
1.461649337E0,1.398083568E-2,6.043016911E-3,-1.38E-03,1.529325003E-2
1.466394546E0,-5.11E-03,-1.07E-03,8.125305176E-3,9.658954327E-3
1.471139806E0,-7.41E-03,3.664523363E-3,5.683898926E-3,1.002994975E-2
1.475885067E0,-4.97E-03,1.312914491E-2,8.008956909E-3,1.616095707E-2
1.480630327E0,-2.63E-03,5.876556039E-3,-3.92E-03,7.537735976E-3
1.485375587E0,2.061143517E-3,-3.69E-03,8.583068848E-4,4.311156873E-3
1.490120848E0,-7.50E-03,1.770181954E-2,-1.10E-02,2.215524669E-2
1.494866108E0,-2.17E-02,9.472370148E-4,8.063316345E-3,2.319001100E-2
1.499611369E0,-2.35E-04,-3.77E-03,8.783340454E-4,3.882103425E-3
1.504356577E0,-2.54E-04,8.125826716E-3,1.273536682E-2,1.510903637E-2
1.509101837E0,-2.67E-03,8.033588529E-3,1.025772095E-2,1.330074475E-2
1.513847098E0,-2.67E-03,5.540579557E-3,-1.12E-02,1.276409924E-2
