Time (s),Absolute acceleration (m/s^2)
6.044940500E0,3.003623819E-2
6.054875500E0,2.811465422E-2
6.064809500E0,3.117200940E-2
6.074744500E0,1.907046026E-2
6.084679500E0,2.252490643E-2
6.094614500E0,2.357022692E-2
6.104549500E0,2.651471010E-2
6.114484500E0,2.817585938E-2
6.124419500E0,2.772902338E-2
6.134354500E0,2.285415188E-2
6.144289500E0,2.729266737E-2
6.154224500E0,2.203413033E-2
6.164159500E0,2.811529146E-2
6.174094500E0,2.602905930E-2
6.184028500E0,2.070202074E-2
6.193963500E0,1.864739064E-2
6.203898500E0,3.077071595E-2
6.213833500E0,1.099731556E-2
6.223768500E0,1.687045886E-2
6.233703500E0,2.154303610E-2
6.243638500E0,2.159731244E-2
6.253573500E0,2.283200546E-2
6.263508500E0,1.783974104E-2
6.273443500E0,3.459460798E-2
6.283378500E0,2.785207198E-2
6.293312500E0,2.935600223E-2
6.303247500E0,1.855918810E-2
6.313182500E0,3.349006530E-2
6.323117500E0,2.043895733E-2
6.333052500E0,2.263529559E-2
6.342987500E0,1.709339577E-2
6.352922500E0,2.690646417E-2
6.362857500E0,1.559914639E-2
6.372792500E0,2.967828276E-2
6.382727500E0,2.435732838E-2
6.392662500E0,2.053869494E-2
6.402597500E0,2.525832961E-2
6.412531500E0,2.650788474E-2
6.422466500E0,2.467825669E-2
6.432401500E0,2.201754258E-2
6.442336500E0,2.954706118E-2
6.452271500E0,3.479892508E-2
6.462206500E0,1.836462822E-2
6.472141500E0,2.102154719E-2
6.482076500E0,1.726049418E-2
6.492011500E0,2.440450682E-2
6.501946500E0,2.481304998E-2
6.511881500E0,1.652764525E-2
6.521815500E0,2.307341853E-2
6.531750500E0,4.010902659E-2
6.541685500E0,2.646897871E-2
6.551620500E0,1.459568626E-2
6.561555500E0,1.527808983E-2
6.571490500E0,2.642497319E-2
6.581425500E0,2.931571697E-2
6.591360500E0,2.387443530E-2
6.601295500E0,1.911786381E-2
6.611230500E0,2.463064424E-2
6.621165500E0,1.747607580E-2
6.631100500E0,3.913379317E-2
6.641034500E0,2.090236740E-2
6.650969667E0,1.580747588E-2
6.660904667E0,1.205897882E-2
6.670839667E0,2.702487535E-2
6.680774667E0,1.903829562E-2
6.690709667E0,1.941975248E-2
6.700644667E0,1.973467446E-2
6.710579667E0,2.951266137E-2
6.720514667E0,3.059540577E-2
6.730449667E0,2.468524087E-2
6.740384667E0,1.827274131E-2
6.750318667E0,3.238481109E-2
6.760253667E0,2.271578477E-2
6.770188667E0,2.343468833E-2
6.780123667E0,2.655283480E-2
6.790058667E0,3.305607812E-2
6.799993667E0,2.458127594E-2
6.809928667E0,2.438970358E-2
6.819863667E0,1.917799321E-2
6.829798667E0,2.748091559E-2
6.839733667E0,1.708032816E-2
6.849668667E0,2.190762061E-2
6.859603667E0,3.367566136E-2
6.869537667E0,1.337843630E-2
6.879472667E0,1.787781396E-2
6.889407667E0,3.760154192E-2
6.899342667E0,1.947539186E-2
6.909277667E0,2.067957341E-2
6.919212667E0,1.442997491E-2
6.929147667E0,2.034118107E-2
6.939082667E0,2.577610986E-2
6.949017667E0,2.148456863E-2
6.958952667E0,2.419016725E-2
6.968887667E0,2.657127395E-2
6.978821667E0,2.184495528E-2
6.988756667E0,2.264745293E-2
6.998691667E0,2.575731086E-2
7.008626667E0,2.965799880E-2
7.018561667E0,2.389956583E-2
7.028496667E0,3.027579758E-2
7.038431667E0,2.866626626E-2
7.048366667E0,1.645133465E-2
7.058301667E0,2.319305707E-2
7.068236667E0,1.825329084E-2
7.078171667E0,2.039423119E-2
7.088106667E0,2.981507381E-2
7.098040667E0,2.131325497E-2
7.107975667E0,2.111199689E-2
7.117910667E0,1.324622574E-2
7.127845667E0,2.722019320E-2
7.137780667E0,2.816718682E-2
7.147715667E0,2.303742670E-2
7.157650667E0,1.273671321E-2
7.167585667E0,6.041956359E-3
7.177520667E0,1.760426788E-2
7.187455667E0,2.234286979E-2
7.197390667E0,2.826578686E-2
7.207324667E0,2.894313181E-2
7.217259667E0,3.229670840E-2
7.227194667E0,2.833188239E-2
7.237129667E0,3.317378188E-2
7.247064667E0,9.542395593E-3
7.256999667E0,1.677350460E-2
7.266934667E0,1.685325876E-2
7.276869667E0,2.106286366E-2
7.286804667E0,2.600240171E-2
7.296739667E0,1.390021867E-2
7.306674667E0,2.386363155E-2
7.316609667E0,2.108254358E-2
7.326543667E0,3.477237794E-2
7.336478667E0,2.725288111E-2
7.346413667E0,1.023705049E-2
7.356348667E0,1.331116364E-2
7.366283667E0,2.706101672E-2
7.376218667E0,1.576716746E-2
7.386153667E0,1.952291637E-2
7.396088667E0,2.773530900E-2
7.406023667E0,2.030075650E-2
7.415958667E0,3.080737925E-2
7.425893667E0,4.203075640E-2
7.435828667E0,2.836199651E-2
7.445762667E0,2.770732864E-2
7.455697667E0,3.917057730E-2
7.465632667E0,2.419565431E-2
7.475567667E0,2.683519031E-2
7.485502667E0,2.814570534E-2
7.495437667E0,3.379153889E-2
7.505372667E0,3.752457440E-2
7.515307667E0,2.694515465E-2
7.525242667E0,2.963405963E-2
7.535177667E0,3.001769952E-2
7.545112667E0,2.181086640E-2
7.555046667E0,3.308841511E-2
7.564981667E0,1.490822177E-2
7.574916667E0,2.040822972E-2
7.584851667E0,2.545604671E-2
7.594786667E0,2.799621204E-2
7.604721667E0,2.841034671E-2
7.614656667E0,2.014495301E-2
7.624591667E0,2.747405327E-2
7.634526667E0,2.843289238E-2
7.644461667E0,2.843087198E-2
7.654396750E0,2.531967970E-2
7.664331750E0,2.093492243E-2
7.674265750E0,2.091590508E-2
7.684200750E0,2.589095863E-2
7.694135750E0,2.934800059E-2
7.704070750E0,4.446453206E-2
7.714005750E0,3.661569309E-2
7.723940750E0,3.334690626E-2
7.733875750E0,1.860884480E-2
7.743810750E0,1.881113829E-2
7.753745750E0,3.367942805E-2
7.763680750E0,3.736024485E-2
7.773615750E0,1.913528214E-2
7.783550750E0,2.448030726E-2
7.793484750E0,2.821678493E-2
7.803419750E0,3.019315267E-2
7.813354750E0,1.380551903E-2
7.823289750E0,2.361941763E-2
7.833224750E0,2.063800723E-2
7.843159750E0,2.248308807E-2
7.853094750E0,1.985697020E-2
7.863029750E0,2.237804559E-2
7.872964750E0,1.939830632E-2
7.882899750E0,2.690370500E-2
7.892834750E0,4.095008602E-2
7.902769750E0,2.661493491E-2
7.912703750E0,2.311742172E-2
7.922638750E0,2.781610198E-2
7.932573750E0,2.695489623E-2
7.942508750E0,2.559885627E-2
7.952443750E0,3.884230832E-2
7.962378750E0,3.581162942E-2
7.972313750E0,3.032692745E-2
7.982248750E0,2.525034339E-2
7.992183750E0,2.259122222E-2
8.002118750E0,1.728950758E-2
8.012053750E0,1.912976841E-2
8.021988750E0,3.821991636E-2
8.031922750E0,2.336267639E-2
8.041857750E0,1.921102482E-2
8.051792750E0,1.556646960E-2
8.061727750E0,1.967494650E-2
8.071662750E0,1.389307300E-2
